ranking_posicao,titulo,tag_musica,tag_trecho,letra,artista,ano,contagem_palavras
37,Medo Bobo,musica34,musica34_trecho8,Mistura de medo e desejo,Maiara Maraisa,2016.0,5
37,Medo Bobo,musica34,musica34_trecho9,É o fim daquele medo bobo,Maiara Maraisa,2016.0,6
37,Medo Bobo,musica34,musica34_trecho10,Tô aplaudindo a sua coragem de me ligar,Maiara Maraisa,2016.0,8
37,Medo Bobo,musica34,musica34_trecho11,Eu pensei que só tava alimentando,Maiara Maraisa,2016.0,6
37,Medo Bobo,musica34,musica34_trecho12,Uma loucura da minha cabeça,Maiara Maraisa,2016.0,5
37,Medo Bobo,musica34,musica34_trecho13,"Mas quando ouvi sua voz, respirei aliviado",Maiara Maraisa,2016.0,7
37,Medo Bobo,musica34,musica34_trecho14,"Tanto amor guardado, tanto tempo",Maiara Maraisa,2016.0,5
37,Medo Bobo,musica34,musica34_trecho15,A gente se prendendo à toa,Maiara Maraisa,2016.0,6
37,Medo Bobo,musica34,musica34_trecho16,Por conta de outra pessoa,Maiara Maraisa,2016.0,5
343,Ainda Tô Aí,musica340,musica340_trecho1,"Pensava em você, vivia você",Eduardo Costa,2020.0,5
343,Ainda Tô Aí,musica340,musica340_trecho2,Aí insiste em me chamar de amor,Eduardo Costa,2020.0,7
343,Ainda Tô Aí,musica340,musica340_trecho3,"Cê não desiste, quer saber aonde eu tô",Eduardo Costa,2020.0,8
343,Ainda Tô Aí,musica340,musica340_trecho4,Quer saber onde eu tô?,Eduardo Costa,2020.0,5
343,Ainda Tô Aí,musica340,musica340_trecho5,Ainda tô aí,Eduardo Costa,2020.0,3
343,Ainda Tô Aí,musica340,musica340_trecho6,Tô nessa dose que cê tá bebendo,Eduardo Costa,2020.0,7
343,Ainda Tô Aí,musica340,musica340_trecho7,Tô nessa foto que você tá vendo,Eduardo Costa,2020.0,7
343,Ainda Tô Aí,musica340,musica340_trecho8,"Sou a ferida que não cicatriza, ai, ai, ai, ai",Eduardo Costa,2020.0,10
343,Ainda Tô Aí,musica340,musica340_trecho9,Tô nessa moda que cê tá ouvindo,Eduardo Costa,2020.0,7
343,Ainda Tô Aí,musica340,musica340_trecho10,Tô na saudade que cê tá sentindo,Eduardo Costa,2020.0,7
343,Ainda Tô Aí,musica340,musica340_trecho11,"Amava você, era só você e eu",Eduardo Costa,2020.0,7
343,Ainda Tô Aí,musica340,musica340_trecho12,Você perdeu o amor da sua vida,Eduardo Costa,2020.0,7
343,Ainda Tô Aí,musica340,musica340_trecho13,Você era feliz e não sabia,Eduardo Costa,2020.0,6
343,Ainda Tô Aí,musica340,musica340_trecho14,O nosso amor particular,Eduardo Costa,2020.0,4
343,Ainda Tô Aí,musica340,musica340_trecho15,"Você perdeu o amor da sua vida, ai, ai, ai, ai",Eduardo Costa,2020.0,11
343,Ainda Tô Aí,musica340,musica340_trecho16,Sou a ferida que não cicatriza,Eduardo Costa,2020.0,6
343,Ainda Tô Aí,musica340,musica340_trecho17,O nosso jeito de amar,Eduardo Costa,2020.0,5
343,Ainda Tô Aí,musica340,musica340_trecho18,"Você era feliz e não, e não sabia",Eduardo Costa,2020.0,8
343,Ainda Tô Aí,musica340,musica340_trecho19,"O tempo passou, o mundo girou",Eduardo Costa,2020.0,6
343,Ainda Tô Aí,musica340,musica340_trecho20,"O sonho acabou, você me deixou",Eduardo Costa,2020.0,6
343,Ainda Tô Aí,musica340,musica340_trecho21,Mal sabe o quanto eu chorei,Eduardo Costa,2020.0,6
343,Ainda Tô Aí,musica340,musica340_trecho22,E agora que eu superei,Eduardo Costa,2020.0,5
343,Ainda Tô Aí,musica340,musica340_trecho23,Aí me liga e me pergunta como eu tô,Eduardo Costa,2020.0,9
344,Sosseguei,musica341,musica341_trecho1,Tô virado já tem uns três dias,Jorge Mateus,2016.0,7
344,Sosseguei,musica341,musica341_trecho2,O que eu tava procurando,Jorge Mateus,2016.0,5
344,Sosseguei,musica341,musica341_trecho3,"Eu achei, em você",Jorge Mateus,2016.0,4
344,Sosseguei,musica341,musica341_trecho4,Se quer cinema eu sou o par perfeito,Jorge Mateus,2016.0,8
344,Sosseguei,musica341,musica341_trecho5,Quer curtir balada já tem seu parceiro,Jorge Mateus,2016.0,7
344,Sosseguei,musica341,musica341_trecho6,Ou ficar em casa amando o dia inteiro,Jorge Mateus,2016.0,8
344,Sosseguei,musica341,musica341_trecho7,Ou dividir comigo o seu brigadeiro,Jorge Mateus,2016.0,6
344,Sosseguei,musica341,musica341_trecho8,"E nessa vida agora somos dois, três, quatro",Jorge Mateus,2016.0,8
344,Sosseguei,musica341,musica341_trecho9,Quantos você quiser,Jorge Mateus,2016.0,3
344,Sosseguei,musica341,musica341_trecho10,"A partir de hoje, eu sou um homem de uma só mulher",Jorge Mateus,2016.0,12
344,Sosseguei,musica341,musica341_trecho11,Tô bebendo o que eu jamais bebi,Jorge Mateus,2016.0,7
344,Sosseguei,musica341,musica341_trecho12,Vou falar o que eu nunca falei,Jorge Mateus,2016.0,7
344,Sosseguei,musica341,musica341_trecho13,É a primeira e a última vez,Jorge Mateus,2016.0,7
344,Sosseguei,musica341,musica341_trecho14,Eu sosseguei,Jorge Mateus,2016.0,2
344,Sosseguei,musica341,musica341_trecho15,Ontem foi a despedida da balada,Jorge Mateus,2016.0,6
344,Sosseguei,musica341,musica341_trecho16,Dessa vida de solteiro,Jorge Mateus,2016.0,4
344,Sosseguei,musica341,musica341_trecho17,Mudei a rota e meus planos,Jorge Mateus,2016.0,6
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho1,"Tô off pra disputa, quero ser prioridade",Matheus Fernandes,2021.0,7
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho2,"Comigo tu viaja, com ele, tu perde tempo",Matheus Fernandes,2021.0,8
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho3,"Fazer amor é fácil, quero ver ter sentimento",Matheus Fernandes,2021.0,8
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho4,"Oi, oi, oi, oi, oi",Matheus Fernandes,2021.0,5
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho5,Eu quero ouvir assim,Matheus Fernandes,2021.0,4
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho6,Xand,Matheus Fernandes,2021.0,1
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho7,"Quero amor inteiro, não aceito só metade",Matheus Fernandes,2021.0,7
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho8,Avião e,Matheus Fernandes,2021.0,2
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho9,MF,Matheus Fernandes,2021.0,1
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho10,"Olha, eu tô off pra disputa, quero ser prioridade",Matheus Fernandes,2021.0,9
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho11,"Olha que quero amor inteiro, não aceito só metade",Matheus Fernandes,2021.0,9
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho12,Vou te excluir se não se decidir,Matheus Fernandes,2021.0,7
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho13,"O pé na parede, só pra dar- (balança, balança)Comigo tu viaja, com ele, tu perde tempo",Matheus Fernandes,2021.0,16
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho14,Olha o nome do garoto:,Matheus Fernandes,2021.0,5
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho15,Matheus,Matheus Fernandes,2021.0,1
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho16,"Muito prazer,",Matheus Fernandes,2021.0,2
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho17,Vai entregar seu coração pra ele ou pra mim?,Matheus Fernandes,2021.0,9
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho18,Avião no volante (Xand,Matheus Fernandes,2021.0,4
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho19,"Avião)Oi, oi, oi, oi, oi",Matheus Fernandes,2021.0,5
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho20,Explodiu!,Matheus Fernandes,2021.0,1
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho21,Fala na minha cara que não gosta do balanço,Matheus Fernandes,2021.0,9
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho22,"Aquele negócio, a gente faz em todo canto",Matheus Fernandes,2021.0,8
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho23,"Vem cá (vem cá), pra gente se amar",Matheus Fernandes,2021.0,8
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho24,"No balanço da rede, só tomando vento",Matheus Fernandes,2021.0,7
345,Balanço da Rede (part. Xand Avião),musica342,musica342_trecho25,"O pé na parede, só pra dar o movimento",Matheus Fernandes,2021.0,9
346,Jeito Carinhoso,musica343,musica343_trecho1,Como esquecer o beijo que você me deu?,Jads E Jadson,2013.0,8
346,Jeito Carinhoso,musica343,musica343_trecho2,O cheiro de amor que vem chegando,Jads E Jadson,2013.0,7
346,Jeito Carinhoso,musica343,musica343_trecho3,Trazendo o seu corpo só pra mim,Jads E Jadson,2013.0,7
346,Jeito Carinhoso,musica343,musica343_trecho4,Não sei se era pra esquecer ou lembrar,Jads E Jadson,2013.0,8
346,Jeito Carinhoso,musica343,musica343_trecho5,E ficou um pedaço de você em mim,Jads E Jadson,2013.0,8
346,Jeito Carinhoso,musica343,musica343_trecho6,E hoje eu quero te ver pra me entregar,Jads E Jadson,2013.0,9
346,Jeito Carinhoso,musica343,musica343_trecho7,Como eu quero,Jads E Jadson,2013.0,3
346,Jeito Carinhoso,musica343,musica343_trecho8,De novo um beijo seu muito gostoso,Jads E Jadson,2013.0,7
346,Jeito Carinhoso,musica343,musica343_trecho9,Do jeito que cê faz é carinhoso,Jads E Jadson,2013.0,7
346,Jeito Carinhoso,musica343,musica343_trecho10,Por isso eu quero suas mãos em mim,Jads E Jadson,2013.0,8
347,Pátio do Posto,musica344,musica344_trecho1,Enquanto eu pago a conta do quarto,Ze Neto Cristiano,2023.0,7
347,Pátio do Posto,musica344,musica344_trecho2,"Olha pro pescoço, vê se não tem nenhum roxo",Ze Neto Cristiano,2023.0,9
347,Pátio do Posto,musica344,musica344_trecho3,E me pergunta se na roupa,Ze Neto Cristiano,2023.0,6
347,Pátio do Posto,musica344,musica344_trecho4,Ficou o meu cheiro,Ze Neto Cristiano,2023.0,4
347,Pátio do Posto,musica344,musica344_trecho5,Me dá um beijo rápido e me fala:,Ze Neto Cristiano,2023.0,8
347,Pátio do Posto,musica344,musica344_trecho6,Adeus,Ze Neto Cristiano,2023.0,1
347,Pátio do Posto,musica344,musica344_trecho7,E sai da minha vida cantando pneu,Ze Neto Cristiano,2023.0,7
347,Pátio do Posto,musica344,musica344_trecho8,Eu tô no pátio do posto,Ze Neto Cristiano,2023.0,6
347,Pátio do Posto,musica344,musica344_trecho9,"Louco, louco, louco",Ze Neto Cristiano,2023.0,3
347,Pátio do Posto,musica344,musica344_trecho10,Ela voltou pro outro,Ze Neto Cristiano,2023.0,4
347,Pátio do Posto,musica344,musica344_trecho11,"Coração aqui no puro ódio, eu fingindo costume",Ze Neto Cristiano,2023.0,8
347,Pátio do Posto,musica344,musica344_trecho12,Cê vai secando seu cabelo molhado,Ze Neto Cristiano,2023.0,6
347,Pátio do Posto,musica344,musica344_trecho13,Mas transar com alguém de outro alguém,Ze Neto Cristiano,2023.0,7
347,Pátio do Posto,musica344,musica344_trecho14,"Não pode ter ciúme, não pode ter ciúme",Ze Neto Cristiano,2023.0,8
347,Pátio do Posto,musica344,musica344_trecho15,E antes de descer confere no espelho,Ze Neto Cristiano,2023.0,7
347,Pátio do Posto,musica344,musica344_trecho16,"Logo em seguida, a gente vai sentido ao posto",Ze Neto Cristiano,2023.0,9
347,Pátio do Posto,musica344,musica344_trecho17,Onde você deixou seu carro,Ze Neto Cristiano,2023.0,5
347,Pátio do Posto,musica344,musica344_trecho18,Com o celular na mão e um olhar de arrependida,Ze Neto Cristiano,2023.0,10
347,Pátio do Posto,musica344,musica344_trecho19,Só do contato,Ze Neto Cristiano,2023.0,3
347,Pátio do Posto,musica344,musica344_trecho20,Amor foram doze mensagens,Ze Neto Cristiano,2023.0,4
347,Pátio do Posto,musica344,musica344_trecho21,E cinco ligações perdidas,Ze Neto Cristiano,2023.0,4
347,Pátio do Posto,musica344,musica344_trecho22,"E antes de descer, confere no espelho",Ze Neto Cristiano,2023.0,7
348,Cê Tá Doido,musica345,musica345_trecho1,Quem não presta sempre faz um amor delicioso,Icaro E Gilmar,,8
348,Cê Tá Doido,musica345,musica345_trecho2,Cê sabe que eu sou mente fraca,Icaro E Gilmar,,7
348,Cê Tá Doido,musica345,musica345_trecho3,Hoje cê me pega pra bobo,Icaro E Gilmar,,6
348,Cê Tá Doido,musica345,musica345_trecho4,Faz amor gostoso,Icaro E Gilmar,,3
348,Cê Tá Doido,musica345,musica345_trecho5,Amanhã cê descarta,Icaro E Gilmar,,3
348,Cê Tá Doido,musica345,musica345_trecho6,E quem presta sempre faz um amorzin sem graça,Icaro E Gilmar,,9
348,Cê Tá Doido,musica345,musica345_trecho7,E por isso que eu vivo deitando meu corpo nessa cama errada,Icaro E Gilmar,,12
348,Cê Tá Doido,musica345,musica345_trecho8,Sai pra lá com essas ideia tora,Icaro E Gilmar,,7
348,Cê Tá Doido,musica345,musica345_trecho9,Eu sei que cê é dos rolo,Icaro E Gilmar,,7
348,Cê Tá Doido,musica345,musica345_trecho10,Cê só quer usar meu corpo,Icaro E Gilmar,,6
348,Cê Tá Doido,musica345,musica345_trecho11,Pra me dá balão de novo,Icaro E Gilmar,,6
348,Cê Tá Doido,musica345,musica345_trecho12,Só não insiste mais um pouco,Icaro E Gilmar,,6
348,Cê Tá Doido,musica345,musica345_trecho13,Não dá em cima de mim de novo,Icaro E Gilmar,,8
349,Agora Somos Ex,musica346,musica346_trecho1,Olha nós aí,Leo Magalhaes,,3
349,Agora Somos Ex,musica346,musica346_trecho2,Pra todo casal que se ama,Leo Magalhaes,,6
349,Agora Somos Ex,musica346,musica346_trecho3,E amores mal resolvidos,Leo Magalhaes,,4
349,Agora Somos Ex,musica346,musica346_trecho4,É a cura dos apaixonados,Leo Magalhaes,,5
349,Agora Somos Ex,musica346,musica346_trecho5,Que estão com o orgulho ferido,Leo Magalhaes,,6
349,Agora Somos Ex,musica346,musica346_trecho6,Dormindo em quartos separados,Leo Magalhaes,,4
349,Agora Somos Ex,musica346,musica346_trecho7,Sofrendo com o tempo perdido,Leo Magalhaes,,5
349,Agora Somos Ex,musica346,musica346_trecho8,"Corações magoados, sofrendo outra vez",Leo Magalhaes,,5
349,Agora Somos Ex,musica346,musica346_trecho9,"Cada um pro seu lado, agora somos ex",Leo Magalhaes,,8
349,Agora Somos Ex,musica346,musica346_trecho10,E quem vai se render em nome desse amor?,Leo Magalhaes,,9
349,Agora Somos Ex,musica346,musica346_trecho11,E fazer de conta que ninguém que errou,Leo Magalhaes,,8
349,Agora Somos Ex,musica346,musica346_trecho12,"E nada acabou, começando outra vez",Leo Magalhaes,,6
349,Agora Somos Ex,musica346,musica346_trecho13,Passando uma borracha no que já passou,Leo Magalhaes,,7
349,Agora Somos Ex,musica346,musica346_trecho14,Remédio pra desprezo é cama,Leo Magalhaes,,5
349,Agora Somos Ex,musica346,musica346_trecho15,Para os corações divididos,Leo Magalhaes,,4
350,Surdo e Mudo,musica347,musica347_trecho1,Um dia uma criança no congresso de irmãs,Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho2,E a criança surda e muda começou observar,Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho3,E em libras pra mamãe perguntou,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho4,Minha mãe o porque que esse povo pulou,Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho5,E do outro lado a sua mãe lhe respondeu,Alisson Santos,2020.0,9
350,Surdo e Mudo,musica347,musica347_trecho6,Filho meu isso aqui é poder de,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho7,Deus,Alisson Santos,2020.0,1
350,Surdo e Mudo,musica347,musica347_trecho8,E o menino curioso começou falar,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho9,"Eu não falo, não escuto mas quero pular",Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho10,"Eu não falo, não escuto mas quero marchar",Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho11,Da um jeito minha mãezinha eu quero adorar,Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho12,Era surdo e mudo não conseguia adorar,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho13,E quando em casa a mamãe chegou,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho14,Um caderno no armário ela pegou,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho15,Em alguns instantes no papel ela anotou,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho16,E depois em pedacinhos o papel rasgou,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho17,Dentro de uma sacolinha colocou,Alisson Santos,2020.0,5
350,Surdo e Mudo,musica347,musica347_trecho18,E nas mãos do seu filhinho entregou,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho19,E olhando nos seus olhos começou falar,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho20,Amanhã na igreja quando alguém pular,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho21,Tu enche a mão de papelzinho e joga pro ar,Alisson Santos,2020.0,10
350,Surdo e Mudo,musica347,musica347_trecho22,Amanhã na igreja quando alguém marchar,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho23,Mas enquanto o grupo a,Alisson Santos,2020.0,5
350,Surdo e Mudo,musica347,musica347_trecho24,É com papel oh filho meu que tu vai adorar,Alisson Santos,2020.0,10
350,Surdo e Mudo,musica347,musica347_trecho25,No dia seguinte na igreja o menino chegou,Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho26,E nos primeiros bancos ele se assentou,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho27,Estava observando pra vê quem ia pular,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho28,Estava ansioso pra jogar papel pro ar,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho29,Quando alguém pulava papel ele jogava,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho30,Quando alguém marchava papel ele jogava,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho31,Quando alguém corria papel ele jogava,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho32,A lágrima no rosto dele até rolou,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho33,Deus cantava,Alisson Santos,2020.0,2
350,Surdo e Mudo,musica347,musica347_trecho34,De repente um obreiro se aproximou,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho35,E a mãe percebeu que o obreiro com o moço brigou,Alisson Santos,2020.0,11
350,Surdo e Mudo,musica347,musica347_trecho36,A mãe se levantou e com o obreiro foi conversar,Alisson Santos,2020.0,10
350,Surdo e Mudo,musica347,musica347_trecho37,O porque com o meu filho você foi brigar,Alisson Santos,2020.0,9
350,Surdo e Mudo,musica347,musica347_trecho38,E o obreiro furioso começou falar,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho39,Será que para o teu filho tu não deu educação,Alisson Santos,2020.0,10
350,Surdo e Mudo,musica347,musica347_trecho40,Aqui não é lugar de jogar papel no chão,Alisson Santos,2020.0,9
350,Surdo e Mudo,musica347,musica347_trecho41,E a lágrima no rosto da mamãe rolou,Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho42,O obreiro se assustou,Alisson Santos,2020.0,4
350,Surdo e Mudo,musica347,musica347_trecho43,E por curiosidade ele se agachou,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho44,A presença do,Alisson Santos,2020.0,3
350,Surdo e Mudo,musica347,musica347_trecho45,Pegou um papel no chão e começou a ler,Alisson Santos,2020.0,9
350,Surdo e Mudo,musica347,musica347_trecho46,Quando ele leu a lágrima no rosto então rolou,Alisson Santos,2020.0,9
350,Surdo e Mudo,musica347,musica347_trecho47,No papel tava escrito glória a,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho48,No papel tava escrito aleluia,Alisson Santos,2020.0,5
350,Surdo e Mudo,musica347,musica347_trecho49,No papel tava escrito louvado seja o nome do senhor,Alisson Santos,2020.0,10
350,Surdo e Mudo,musica347,musica347_trecho50,Eu sou surdo e mudo mas sou adorador,Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho51,Abre a boca pra adorar,Alisson Santos,2020.0,5
350,Surdo e Mudo,musica347,musica347_trecho52,Espírito a igreja visitava,Alisson Santos,2020.0,4
350,Surdo e Mudo,musica347,musica347_trecho53,Ergue as mão pra adorar,Alisson Santos,2020.0,5
350,Surdo e Mudo,musica347,musica347_trecho54,Deus está nesse lugar,Alisson Santos,2020.0,4
350,Surdo e Mudo,musica347,musica347_trecho55,Tu tem mão e não levanta,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho56,Tem perna e não pula,Alisson Santos,2020.0,5
350,Surdo e Mudo,musica347,musica347_trecho57,Tem tudo e não adora o nome do senhor,Alisson Santos,2020.0,9
350,Surdo e Mudo,musica347,musica347_trecho58,Tem saúde e só reclama,Alisson Santos,2020.0,5
350,Surdo e Mudo,musica347,musica347_trecho59,Tem casa e só reclama,Alisson Santos,2020.0,5
350,Surdo e Mudo,musica347,musica347_trecho60,Se tu precisa de papel eu vou procurar,Alisson Santos,2020.0,8
350,Surdo e Mudo,musica347,musica347_trecho61,Se tu precisa de sacola eu vou te dar,Alisson Santos,2020.0,9
350,Surdo e Mudo,musica347,musica347_trecho62,Alguém não suportava e começava a pular,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho63,Mas se tem boca abre a boca aí pra adorar,Alisson Santos,2020.0,10
350,Surdo e Mudo,musica347,musica347_trecho64,Mas se tem mãos levante as mãos aí pra adorar,Alisson Santos,2020.0,10
350,Surdo e Mudo,musica347,musica347_trecho65,Essa história é verídica,Alisson Santos,2020.0,4
350,Surdo e Mudo,musica347,musica347_trecho66,Aconteceu no nordeste do país,Alisson Santos,2020.0,5
350,Surdo e Mudo,musica347,musica347_trecho67,Aprende com o surdo e mudo,Alisson Santos,2020.0,6
350,Surdo e Mudo,musica347,musica347_trecho68,Outro não aguentava e começava a marchar,Alisson Santos,2020.0,7
350,Surdo e Mudo,musica347,musica347_trecho69,Outro era mais doidinho e começava a correr,Alisson Santos,2020.0,8
351,Oi Deus,musica348,musica348_trecho1,"Oi,",Hugo Guilherme,2022.0,1
351,Oi Deus,musica348,musica348_trecho2,Uma vela que já tava apagada,Hugo Guilherme,2022.0,6
351,Oi Deus,musica348,musica348_trecho3,Uma comida fria,Hugo Guilherme,2022.0,3
351,Oi Deus,musica348,musica348_trecho4,E uma aliança jogada,Hugo Guilherme,2022.0,4
351,Oi Deus,musica348,musica348_trecho5,Ela me largou,Hugo Guilherme,2022.0,3
351,Oi Deus,musica348,musica348_trecho6,E eu não sei rezar,Hugo Guilherme,2022.0,5
351,Oi Deus,musica348,musica348_trecho7,Mas prometo tudo se ela voltar,Hugo Guilherme,2022.0,6
351,Oi Deus,musica348,musica348_trecho8,"Deus, sou eu de novo",Hugo Guilherme,2022.0,5
351,Oi Deus,musica348,musica348_trecho9,Magoei ela de novo,Hugo Guilherme,2022.0,4
351,Oi Deus,musica348,musica348_trecho10,Hoje acordei de ressaca,Hugo Guilherme,2022.0,4
351,Oi Deus,musica348,musica348_trecho11,Vi tudo arrumado,Hugo Guilherme,2022.0,3
351,Oi Deus,musica348,musica348_trecho12,Me lembrei que a gente tinha combinado,Hugo Guilherme,2022.0,7
351,Oi Deus,musica348,musica348_trecho13,Ontem era o nosso quinto aniversário,Hugo Guilherme,2022.0,6
351,Oi Deus,musica348,musica348_trecho14,Tinha um vinho no gelo,Hugo Guilherme,2022.0,5
351,Oi Deus,musica348,musica348_trecho15,Que já virou água,Hugo Guilherme,2022.0,4
352,Cada Minuto,musica349,musica349_trecho1,Quando a gente ama alguém,Zeze Di Camargo,2025.0,5
352,Cada Minuto,musica349,musica349_trecho2,Mas o dono do mundo,Zeze Di Camargo,2025.0,5
352,Cada Minuto,musica349,musica349_trecho3,Do tempo e de tudo,Zeze Di Camargo,2025.0,5
352,Cada Minuto,musica349,musica349_trecho4,Tá jogando no time da gente,Zeze Di Camargo,2025.0,6
352,Cada Minuto,musica349,musica349_trecho5,Cada minuto,Zeze Di Camargo,2025.0,2
352,Cada Minuto,musica349,musica349_trecho6,Eu te amo muito,Zeze Di Camargo,2025.0,4
352,Cada Minuto,musica349,musica349_trecho7,Sessenta segundos,Zeze Di Camargo,2025.0,2
352,Cada Minuto,musica349,musica349_trecho8,Sessenta motivos pra pensar em você,Zeze Di Camargo,2025.0,6
352,Cada Minuto,musica349,musica349_trecho9,E respira esse alguém,Zeze Di Camargo,2025.0,4
352,Cada Minuto,musica349,musica349_trecho10,É porque conhece muito bem,Zeze Di Camargo,2025.0,5
352,Cada Minuto,musica349,musica349_trecho11,É aquela sensação,Zeze Di Camargo,2025.0,3
352,Cada Minuto,musica349,musica349_trecho12,Cada minuto (cada minuto)Cada minuto,Zeze Di Camargo,2025.0,5
352,Cada Minuto,musica349,musica349_trecho13,Que os pés saem do chão,Zeze Di Camargo,2025.0,6
352,Cada Minuto,musica349,musica349_trecho14,Sintonia de montão,Zeze Di Camargo,2025.0,3
352,Cada Minuto,musica349,musica349_trecho15,Seria um pecado,Zeze Di Camargo,2025.0,3
352,Cada Minuto,musica349,musica349_trecho16,Se desse errado,Zeze Di Camargo,2025.0,3
352,Cada Minuto,musica349,musica349_trecho17,Eu e você pra sempre,Zeze Di Camargo,2025.0,5
38,Evento Cancelado,musica35,musica35_trecho1,Se eu quietasse a boca,Henrique & Juliano,2022.0,5
38,Evento Cancelado,musica35,musica35_trecho2,"Evento cancelado, vestido diferente",Henrique & Juliano,2022.0,4
38,Evento Cancelado,musica35,musica35_trecho3,Curto e vermelho pra seguir em frente,Henrique & Juliano,2022.0,7
38,Evento Cancelado,musica35,musica35_trecho4,"E eu, eu sigo solteiro pra sempre",Henrique & Juliano,2022.0,7
38,Evento Cancelado,musica35,musica35_trecho5,"Evitava esse choro, esse cheiro de álcool na roupa",Henrique & Juliano,2022.0,9
38,Evento Cancelado,musica35,musica35_trecho6,E a fumaça na sala e um cinzeiro cheio de arrependimento,Henrique & Juliano,2022.0,11
38,Evento Cancelado,musica35,musica35_trecho7,Eu perdi minha chance quando me entreguei pra outro alguém,Henrique & Juliano,2022.0,10
38,Evento Cancelado,musica35,musica35_trecho8,"Se não for com você, não vai ser com ninguém",Henrique & Juliano,2022.0,10
38,Evento Cancelado,musica35,musica35_trecho9,Dói saber,Henrique & Juliano,2022.0,2
38,Evento Cancelado,musica35,musica35_trecho10,Que os nossos filhos nem vão nascer,Henrique & Juliano,2022.0,7
38,Evento Cancelado,musica35,musica35_trecho11,Que não vai ter festa e nem briga pelo seu buquê,Henrique & Juliano,2022.0,11
353,Tá Namorando e Me Querendo,musica350,musica350_trecho1,Pra que foi se envolver com alguém,Henrique & Juliano,2013.0,7
